order_id,item_id,product_id,quantity,list_price,discount,extract_date,source
19,1.0,10,1,1549.0,0.07,2024-04-28 18:16:04.016490,postgre
19,2.0,9,2,2999.99,0.2,2024-04-28 18:16:04.016490,postgre
20,1.0,9,1,2999.99,0.07,2024-04-28 18:16:04.016490,postgre
20,2.0,10,2,1549.0,0.07,2024-04-28 18:16:04.016490,postgre
21,1.0,14,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre
21,2.0,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre
21,3.0,10,1,1549.0,0.07,2024-04-28 18:16:04.016490,postgre
22,1.0,15,2,529.99,0.2,2024-04-28 18:16:04.016490,postgre
22,2.0,22,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre
23,1.0,4,2,2899.99,0.05,2024-04-28 18:16:04.016490,postgre
23,2.0,23,2,299.99,0.1,2024-04-28 18:16:04.016490,postgre
23,3.0,13,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
24,1.0,3,2,999.99,0.1,2024-04-28 18:16:04.016490,postgre
24,2.0,18,2,449.0,0.07,2024-04-28 18:16:04.016490,postgre
25,1.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre
25,2.0,10,2,1549.0,0.2,2024-04-28 18:16:04.016490,postgre
25,3.0,22,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
25,4.0,14,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
25,5.0,21,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre
26,1.0,7,1,3999.99,0.05,2024-04-28 18:16:04.016490,postgre
26,2.0,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre
26,3.0,12,1,549.99,0.2,2024-04-28 18:16:04.016490,postgre
26,4.0,21,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
27,1.0,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
27,2.0,19,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre
27,3.0,26,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre
27,4.0,8,1,1799.99,0.07,2024-04-28 18:16:04.016490,postgre
28,1.0,5,1,1320.99,0.05,2024-04-28 18:16:04.016490,postgre
28,2.0,7,2,3999.99,0.2,2024-04-28 18:16:04.016490,postgre
28,3.0,14,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
28,4.0,6,1,469.99,0.05,2024-04-28 18:16:04.016490,postgre
29,1.0,24,2,549.99,0.05,2024-04-28 18:16:04.016490,postgre
29,2.0,6,1,469.99,0.2,2024-04-28 18:16:04.016490,postgre
29,3.0,21,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
29,4.0,8,1,1799.99,0.2,2024-04-28 18:16:04.016490,postgre
29,5.0,14,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre
30,1.0,26,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
30,2.0,17,1,429.0,0.07,2024-04-28 18:16:04.016490,postgre
30,3.0,19,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre
30,4.0,4,1,2899.99,0.1,2024-04-28 18:16:04.016490,postgre
30,5.0,7,2,3999.99,0.1,2024-04-28 18:16:04.016490,postgre
31,1.0,11,2,1680.99,0.05,2024-04-28 18:16:04.016490,postgre
31,2.0,9,2,2999.99,0.2,2024-04-28 18:16:04.016490,postgre
32,1.0,8,2,1799.99,0.07,2024-04-28 18:16:04.016490,postgre
32,2.0,12,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre
32,3.0,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre
33,1.0,23,2,299.99,0.07,2024-04-28 18:16:04.016490,postgre
33,2.0,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre
34,1.0,8,2,1799.99,0.07,2024-04-28 18:16:04.016490,postgre
34,2.0,10,2,1549.0,0.1,2024-04-28 18:16:04.016490,postgre
34,3.0,17,2,429.0,0.2,2024-04-28 18:16:04.016490,postgre
35,1.0,18,1,449.0,0.05,2024-04-28 18:16:04.016490,postgre
35,2.0,20,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
35,3.0,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
35,4.0,21,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
35,5.0,22,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre
36,1.0,9,1,2999.99,0.07,2024-04-28 18:16:04.016490,postgre
36,2.0,5,1,1320.99,0.05,2024-04-28 18:16:04.016490,postgre
36,3.0,3,2,999.99,0.2,2024-04-28 18:16:04.016490,postgre
37,1.0,16,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
38,1.0,7,2,3999.99,0.05,2024-04-28 18:16:04.016490,postgre
38,2.0,23,1,299.99,0.07,2024-04-28 18:16:04.016490,postgre
38,3.0,25,1,499.99,0.2,2024-04-28 18:16:04.016490,postgre
38,4.0,10,2,1549.0,0.1,2024-04-28 18:16:04.016490,postgre
38,5.0,24,1,549.99,0.07,2024-04-28 18:16:04.016490,postgre
39,1.0,22,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
39,2.0,16,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
39,3.0,3,2,999.99,0.05,2024-04-28 18:16:04.016490,postgre
39,4.0,15,1,529.99,0.1,2024-04-28 18:16:04.016490,postgre
40,1.0,17,1,429.0,0.2,2024-04-28 18:16:04.016490,postgre
40,2.0,8,2,1799.99,0.2,2024-04-28 18:16:04.016490,postgre
41,1.0,5,1,1320.99,0.1,2024-04-28 18:16:04.016490,postgre
41,2.0,19,2,449.0,0.2,2024-04-28 18:16:04.016490,postgre
41,3.0,26,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
42,1.0,19,1,449.0,0.05,2024-04-28 18:16:04.016490,postgre
43,1.0,13,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
43,2.0,12,2,549.99,0.05,2024-04-28 18:16:04.016490,postgre
44,1.0,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre
44,2.0,16,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
45,1.0,4,2,2899.99,0.2,2024-04-28 18:16:04.016490,postgre
45,2.0,22,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre
45,3.0,21,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre
46,1.0,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre
47,1.0,6,1,469.99,0.05,2024-04-28 18:16:04.016490,postgre
47,2.0,15,1,529.99,0.1,2024-04-28 18:16:04.016490,postgre
47,3.0,25,2,499.99,0.07,2024-04-28 18:16:04.016490,postgre
47,4.0,13,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
48,1.0,11,1,1680.99,0.1,2024-04-28 18:16:04.016490,postgre
48,2.0,4,1,2899.99,0.2,2024-04-28 18:16:04.016490,postgre
48,3.0,5,2,1320.99,0.1,2024-04-28 18:16:04.016490,postgre
48,4.0,14,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
49,1.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
50,1.0,3,1,999.99,0.05,2024-04-28 18:16:04.016490,postgre
50,2.0,26,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre
50,3.0,13,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
51,1.0,13,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre
51,2.0,20,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
51,3.0,26,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
52,1.0,25,1,499.99,0.07,2024-04-28 18:16:04.016490,postgre
53,1.0,8,2,1799.99,0.2,2024-04-28 18:16:04.016490,postgre
53,2.0,23,2,299.99,0.05,2024-04-28 18:16:04.016490,postgre
53,3.0,14,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
53,4.0,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre
54,1.0,26,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
54,2.0,3,1,999.99,0.2,2024-04-28 18:16:04.016490,postgre
55,1.0,21,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre
55,2.0,25,2,499.99,0.2,2024-04-28 18:16:04.016490,postgre
55,3.0,15,2,529.99,0.2,2024-04-28 18:16:04.016490,postgre
56,1.0,20,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre
57,1.0,23,2,299.99,0.1,2024-04-28 18:16:04.016490,postgre
57,2.0,19,2,449.0,0.2,2024-04-28 18:16:04.016490,postgre
57,3.0,13,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre
58,1.0,14,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre
58,2.0,18,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre
58,3.0,23,1,299.99,0.1,2024-04-28 18:16:04.016490,postgre
59,1.0,21,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre
59,2.0,2,1,749.99,0.1,2024-04-28 18:16:04.016490,postgre
59,3.0,17,2,429.0,0.1,2024-04-28 18:16:04.016490,postgre
60,1.0,14,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre
60,2.0,4,1,2899.99,0.1,2024-04-28 18:16:04.016490,postgre
60,3.0,15,1,529.99,0.07,2024-04-28 18:16:04.016490,postgre
60,4.0,22,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
61,1.0,25,1,499.99,0.1,2024-04-28 18:16:04.016490,postgre
61,2.0,15,2,529.99,0.05,2024-04-28 18:16:04.016490,postgre
61,3.0,5,2,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
62,1.0,14,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre
62,2.0,8,2,1799.99,0.1,2024-04-28 18:16:04.016490,postgre
62,3.0,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
63,1.0,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre
63,2.0,19,2,449.0,0.05,2024-04-28 18:16:04.016490,postgre
63,3.0,3,1,999.99,0.1,2024-04-28 18:16:04.016490,postgre
64,1.0,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre
64,2.0,22,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
64,3.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre
64,4.0,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre
65,1.0,12,1,549.99,0.1,2024-04-28 18:16:04.016490,postgre
66,1.0,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre
66,2.0,23,1,299.99,0.07,2024-04-28 18:16:04.016490,postgre
66,3.0,12,1,549.99,0.07,2024-04-28 18:16:04.016490,postgre
67,1.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre
67,2.0,12,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre
67,3.0,21,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
67,4.0,5,2,1320.99,0.1,2024-04-28 18:16:04.016490,postgre
67,5.0,19,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre
68,1.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
68,2.0,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre
69,1.0,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
69,2.0,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
69,3.0,10,1,1549.0,0.05,2024-04-28 18:16:04.016490,postgre
70,1.0,3,2,999.99,0.05,2024-04-28 18:16:04.016490,postgre
70,2.0,18,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre
70,3.0,20,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
71,1.0,26,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
71,2.0,24,1,549.99,0.2,2024-04-28 18:16:04.016490,postgre
71,3.0,18,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre
72,1.0,17,2,429.0,0.07,2024-04-28 18:16:04.016490,postgre
72,2.0,12,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre
72,3.0,13,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
73,1.0,22,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre
73,2.0,26,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
73,3.0,3,2,999.99,0.07,2024-04-28 18:16:04.016490,postgre
73,4.0,25,1,499.99,0.07,2024-04-28 18:16:04.016490,postgre
73,5.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre
74,1.0,16,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
74,2.0,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre
75,1.0,3,1,999.99,0.1,2024-04-28 18:16:04.016490,postgre
75,2.0,7,2,3999.99,0.07,2024-04-28 18:16:04.016490,postgre
75,3.0,15,1,529.99,0.2,2024-04-28 18:16:04.016490,postgre
76,1.0,12,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre
76,2.0,11,2,1680.99,0.1,2024-04-28 18:16:04.016490,postgre
76,3.0,5,1,1320.99,0.07,2024-04-28 18:16:04.016490,postgre
77,1.0,20,1,599.99,0.07,2024-04-28 18:16:04.016490,postgre
77,2.0,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre
77,3.0,26,1,599.99,0.2,2024-04-28 18:16:04.016490,postgre
77,4.0,25,1,499.99,0.2,2024-04-28 18:16:04.016490,postgre
78,1.0,17,1,429.0,0.07,2024-04-28 18:16:04.016490,postgre
78,2.0,19,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre
78,3.0,18,2,449.0,0.1,2024-04-28 18:16:04.016490,postgre
78,4.0,14,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
79,1.0,9,2,2999.99,0.1,2024-04-28 18:16:04.016490,postgre
79,2.0,17,2,429.0,0.05,2024-04-28 18:16:04.016490,postgre
79,3.0,6,1,469.99,0.1,2024-04-28 18:16:04.016490,postgre
79,4.0,25,2,499.99,0.07,2024-04-28 18:16:04.016490,postgre
80,1.0,26,1,599.99,0.1,2024-04-28 18:16:04.016490,postgre
80,2.0,24,1,549.99,0.1,2024-04-28 18:16:04.016490,postgre
80,3.0,17,1,429.0,0.2,2024-04-28 18:16:04.016490,postgre
81,1.0,10,2,1549.0,0.2,2024-04-28 18:16:04.016490,postgre
81,2.0,23,2,299.99,0.05,2024-04-28 18:16:04.016490,postgre
81,3.0,25,2,499.99,0.05,2024-04-28 18:16:04.016490,postgre
82,1.0,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre
82,2.0,11,2,1680.99,0.2,2024-04-28 18:16:04.016490,postgre
83,1.0,20,1,599.99,0.2,2024-04-28 18:16:04.016490,postgre
83,2.0,3,2,999.99,0.05,2024-04-28 18:16:04.016490,postgre
84,1.0,23,2,299.99,0.07,2024-04-28 18:16:04.016490,postgre
84,2.0,15,2,529.99,0.07,2024-04-28 18:16:04.016490,postgre
85,1.0,4,2,2899.99,0.05,2024-04-28 18:16:04.016490,postgre
85,2.0,18,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre
86,1.0,9,2,2999.99,0.1,2024-04-28 18:16:04.016490,postgre
86,2.0,23,2,299.99,0.07,2024-04-28 18:16:04.016490,postgre
86,3.0,21,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
86,4.0,15,1,529.99,0.1,2024-04-28 18:16:04.016490,postgre
87,1.0,20,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
87,2.0,23,2,299.99,0.1,2024-04-28 18:16:04.016490,postgre
88,1.0,10,1,1549.0,0.07,2024-04-28 18:16:04.016490,postgre
88,2.0,8,2,1799.99,0.1,2024-04-28 18:16:04.016490,postgre
88,3.0,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre
89,1.0,5,1,1320.99,0.05,2024-04-28 18:16:04.016490,postgre
89,2.0,6,2,469.99,0.1,2024-04-28 18:16:04.016490,postgre
90,1.0,3,1,999.99,0.1,2024-04-28 18:16:04.016490,postgre
90,2.0,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre
91,1.0,11,1,1680.99,0.1,2024-04-28 18:16:04.016490,postgre
91,2.0,25,1,499.99,0.05,2024-04-28 18:16:04.016490,postgre
91,3.0,15,2,529.99,0.07,2024-04-28 18:16:04.016490,postgre
91,4.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
92,1.0,8,1,1799.99,0.1,2024-04-28 18:16:04.016490,postgre
93,1.0,22,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
93,2.0,17,1,429.0,0.05,2024-04-28 18:16:04.016490,postgre
93,3.0,21,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre
93,4.0,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre
93,5.0,10,2,1549.0,0.07,2024-04-28 18:16:04.016490,postgre
94,1.0,12,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre
94,2.0,4,1,2899.99,0.2,2024-04-28 18:16:04.016490,postgre
94,3.0,11,1,1680.99,0.2,2024-04-28 18:16:04.016490,postgre
94,4.0,21,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
95,1.0,10,2,1549.0,0.2,2024-04-28 18:16:04.016490,postgre
95,2.0,19,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre
95,3.0,8,2,1799.99,0.2,2024-04-28 18:16:04.016490,postgre
95,4.0,20,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
96,1.0,26,1,599.99,0.1,2024-04-28 18:16:04.016490,postgre
96,2.0,23,1,299.99,0.05,2024-04-28 18:16:04.016490,postgre
97,1.0,20,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
97,2.0,2,1,749.99,0.07,2024-04-28 18:16:04.016490,postgre
97,3.0,6,2,469.99,0.2,2024-04-28 18:16:04.016490,postgre
97,4.0,19,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre
98,1.0,19,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre
98,2.0,21,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre
98,3.0,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre
98,4.0,22,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
99,1.0,13,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
99,2.0,21,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
99,3.0,25,2,499.99,0.05,2024-04-28 18:16:04.016490,postgre
99,4.0,7,2,3999.99,0.07,2024-04-28 18:16:04.016490,postgre
99,5.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre
100,1.0,12,2,549.99,0.05,2024-04-28 18:16:04.016490,postgre
100,2.0,11,2,1680.99,0.1,2024-04-28 18:16:04.016490,postgre
100,3.0,7,2,3999.99,0.2,2024-04-28 18:16:04.016490,postgre
100,4.0,16,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
100,5.0,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre
101,1.0,12,2,549.99,0.2,2024-04-28 18:16:04.016490,postgre
102,1.0,15,1,529.99,0.05,2024-04-28 18:16:04.016490,postgre
102,2.0,22,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre
103,1.0,17,1,429.0,0.07,2024-04-28 18:16:04.016490,postgre
103,2.0,3,1,999.99,0.05,2024-04-28 18:16:04.016490,postgre
103,3.0,18,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre
103,4.0,15,2,529.99,0.1,2024-04-28 18:16:04.016490,postgre
103,5.0,9,2,2999.99,0.1,2024-04-28 18:16:04.016490,postgre
104,1.0,19,2,449.0,0.1,2024-04-28 18:16:04.016490,postgre
104,2.0,26,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
105,1.0,11,2,1680.99,0.2,2024-04-28 18:16:04.016490,postgre
105,2.0,3,1,999.99,0.05,2024-04-28 18:16:04.016490,postgre
105,3.0,9,1,2999.99,0.05,2024-04-28 18:16:04.016490,postgre
106,1.0,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre
106,2.0,13,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
107,1.0,19,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre
107,2.0,13,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
108,1.0,11,1,1680.99,0.1,2024-04-28 18:16:04.016490,postgre
108,2.0,22,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
108,3.0,16,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
109,1.0,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
109,2.0,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre
110,1.0,14,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre
111,1.0,14,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre
111,2.0,12,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre
112,1.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre
112,2.0,25,2,499.99,0.07,2024-04-28 18:16:04.016490,postgre
112,3.0,24,2,549.99,0.05,2024-04-28 18:16:04.016490,postgre
112,4.0,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
113,1.0,12,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre
113,2.0,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre
113,3.0,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre
113,4.0,23,1,299.99,0.2,2024-04-28 18:16:04.016490,postgre
113,5.0,5,2,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
114,1.0,12,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre
114,2.0,2,1,749.99,0.07,2024-04-28 18:16:04.016490,postgre
114,3.0,13,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
115,1.0,22,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
115,2.0,19,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre
116,1.0,26,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
117,1.0,22,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
117,2.0,26,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
117,3.0,14,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
117,4.0,19,1,449.0,0.05,2024-04-28 18:16:04.016490,postgre
118,1.0,18,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre
118,2.0,4,1,2899.99,0.07,2024-04-28 18:16:04.016490,postgre
118,3.0,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre
118,4.0,3,2,999.99,0.1,2024-04-28 18:16:04.016490,postgre
118,5.0,23,2,299.99,0.07,2024-04-28 18:16:04.016490,postgre
119,1.0,25,1,499.99,0.05,2024-04-28 18:16:04.016490,postgre
120,1.0,13,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre
120,2.0,6,2,469.99,0.05,2024-04-28 18:16:04.016490,postgre
120,3.0,10,2,1549.0,0.05,2024-04-28 18:16:04.016490,postgre
120,4.0,17,1,429.0,0.05,2024-04-28 18:16:04.016490,postgre
120,5.0,16,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
121,1.0,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
121,2.0,14,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
121,3.0,4,2,2899.99,0.1,2024-04-28 18:16:04.016490,postgre
