order_id,item_id,product_id,quantity,list_price,discount,extract_date,source
16,2,21,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre
16,3,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
16,4,14,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre
17,1,8,1,1799.99,0.07,2024-04-28 18:16:04.016490,postgre
17,2,23,1,299.99,0.1,2024-04-28 18:16:04.016490,postgre
17,3,5,1,1320.99,0.1,2024-04-28 18:16:04.016490,postgre
17,4,20,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
18,1,2,2,749.99,0.2,2024-04-28 18:16:04.016490,postgre
18,2,22,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre
18,3,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre
18,4,25,2,499.99,0.05,2024-04-28 18:16:04.016490,postgre
18,5,9,2,2999.99,0.1,2024-04-28 18:16:04.016490,postgre
19,1,10,1,1549.0,0.07,2024-04-28 18:16:04.016490,postgre
19,2,9,2,2999.99,0.2,2024-04-28 18:16:04.016490,postgre
20,1,9,1,2999.99,0.07,2024-04-28 18:16:04.016490,postgre
20,2,10,2,1549.0,0.07,2024-04-28 18:16:04.016490,postgre
21,1,14,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre
21,2,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre
21,3,10,1,1549.0,0.07,2024-04-28 18:16:04.016490,postgre
22,1,15,2,529.99,0.2,2024-04-28 18:16:04.016490,postgre
22,2,22,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre
23,1,4,2,2899.99,0.05,2024-04-28 18:16:04.016490,postgre
23,2,23,2,299.99,0.1,2024-04-28 18:16:04.016490,postgre
23,3,13,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
24,1,3,2,999.99,0.1,2024-04-28 18:16:04.016490,postgre
24,2,18,2,449.0,0.07,2024-04-28 18:16:04.016490,postgre
25,1,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre
25,2,10,2,1549.0,0.2,2024-04-28 18:16:04.016490,postgre
25,3,22,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
25,4,14,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
25,5,21,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre
26,1,7,1,3999.99,0.05,2024-04-28 18:16:04.016490,postgre
26,2,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre
26,3,12,1,549.99,0.2,2024-04-28 18:16:04.016490,postgre
26,4,21,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
27,1,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
27,2,19,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre
27,3,26,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre
27,4,8,1,1799.99,0.07,2024-04-28 18:16:04.016490,postgre
28,1,5,1,1320.99,0.05,2024-04-28 18:16:04.016490,postgre
28,2,7,2,3999.99,0.2,2024-04-28 18:16:04.016490,postgre
28,3,14,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
28,4,6,1,469.99,0.05,2024-04-28 18:16:04.016490,postgre
29,1,24,2,549.99,0.05,2024-04-28 18:16:04.016490,postgre
29,2,6,1,469.99,0.2,2024-04-28 18:16:04.016490,postgre
29,3,21,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
29,4,8,1,1799.99,0.2,2024-04-28 18:16:04.016490,postgre
29,5,14,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre
30,1,26,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
30,2,17,1,429.0,0.07,2024-04-28 18:16:04.016490,postgre
30,3,19,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre
30,4,4,1,2899.99,0.1,2024-04-28 18:16:04.016490,postgre
30,5,7,2,3999.99,0.1,2024-04-28 18:16:04.016490,postgre
31,1,11,2,1680.99,0.05,2024-04-28 18:16:04.016490,postgre
31,2,9,2,2999.99,0.2,2024-04-28 18:16:04.016490,postgre
32,1,8,2,1799.99,0.07,2024-04-28 18:16:04.016490,postgre
32,2,12,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre
32,3,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre
33,1,23,2,299.99,0.07,2024-04-28 18:16:04.016490,postgre
33,2,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre
34,1,8,2,1799.99,0.07,2024-04-28 18:16:04.016490,postgre
34,2,10,2,1549.0,0.1,2024-04-28 18:16:04.016490,postgre
34,3,17,2,429.0,0.2,2024-04-28 18:16:04.016490,postgre
35,1,18,1,449.0,0.05,2024-04-28 18:16:04.016490,postgre
35,2,20,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
35,3,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
35,4,21,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
35,5,22,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre
36,1,9,1,2999.99,0.07,2024-04-28 18:16:04.016490,postgre
36,2,5,1,1320.99,0.05,2024-04-28 18:16:04.016490,postgre
36,3,3,2,999.99,0.2,2024-04-28 18:16:04.016490,postgre
37,1,16,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
38,1,7,2,3999.99,0.05,2024-04-28 18:16:04.016490,postgre
38,2,23,1,299.99,0.07,2024-04-28 18:16:04.016490,postgre
38,3,25,1,499.99,0.2,2024-04-28 18:16:04.016490,postgre
38,4,10,2,1549.0,0.1,2024-04-28 18:16:04.016490,postgre
38,5,24,1,549.99,0.07,2024-04-28 18:16:04.016490,postgre
39,1,22,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
39,2,16,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
39,3,3,2,999.99,0.05,2024-04-28 18:16:04.016490,postgre
39,4,15,1,529.99,0.1,2024-04-28 18:16:04.016490,postgre
40,1,17,1,429.0,0.2,2024-04-28 18:16:04.016490,postgre
40,2,8,2,1799.99,0.2,2024-04-28 18:16:04.016490,postgre
41,1,5,1,1320.99,0.1,2024-04-28 18:16:04.016490,postgre
41,2,19,2,449.0,0.2,2024-04-28 18:16:04.016490,postgre
41,3,26,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
42,1,19,1,449.0,0.05,2024-04-28 18:16:04.016490,postgre
43,1,13,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
43,2,12,2,549.99,0.05,2024-04-28 18:16:04.016490,postgre
44,1,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre
44,2,16,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
45,1,4,2,2899.99,0.2,2024-04-28 18:16:04.016490,postgre
45,2,22,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre
45,3,21,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre
46,1,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre
47,1,6,1,469.99,0.05,2024-04-28 18:16:04.016490,postgre
47,2,15,1,529.99,0.1,2024-04-28 18:16:04.016490,postgre
47,3,25,2,499.99,0.07,2024-04-28 18:16:04.016490,postgre
47,4,13,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
48,1,11,1,1680.99,0.1,2024-04-28 18:16:04.016490,postgre
48,2,4,1,2899.99,0.2,2024-04-28 18:16:04.016490,postgre
48,3,5,2,1320.99,0.1,2024-04-28 18:16:04.016490,postgre
48,4,14,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
49,1,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
50,1,3,1,999.99,0.05,2024-04-28 18:16:04.016490,postgre
50,2,26,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre
50,3,13,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
51,1,13,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre
51,2,20,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
51,3,26,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
52,1,25,1,499.99,0.07,2024-04-28 18:16:04.016490,postgre
53,1,8,2,1799.99,0.2,2024-04-28 18:16:04.016490,postgre
53,2,23,2,299.99,0.05,2024-04-28 18:16:04.016490,postgre
53,3,14,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
53,4,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre
54,1,26,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
54,2,3,1,999.99,0.2,2024-04-28 18:16:04.016490,postgre
55,1,21,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre
55,2,25,2,499.99,0.2,2024-04-28 18:16:04.016490,postgre
55,3,15,2,529.99,0.2,2024-04-28 18:16:04.016490,postgre
56,1,20,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre
57,1,23,2,299.99,0.1,2024-04-28 18:16:04.016490,postgre
57,2,19,2,449.0,0.2,2024-04-28 18:16:04.016490,postgre
57,3,13,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre
58,1,14,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre
58,2,18,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre
58,3,23,1,299.99,0.1,2024-04-28 18:16:04.016490,postgre
59,1,21,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre
59,2,2,1,749.99,0.1,2024-04-28 18:16:04.016490,postgre
59,3,17,2,429.0,0.1,2024-04-28 18:16:04.016490,postgre
60,1,14,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre
60,2,4,1,2899.99,0.1,2024-04-28 18:16:04.016490,postgre
60,3,15,1,529.99,0.07,2024-04-28 18:16:04.016490,postgre
60,4,22,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
61,1,25,1,499.99,0.1,2024-04-28 18:16:04.016490,postgre
61,2,15,2,529.99,0.05,2024-04-28 18:16:04.016490,postgre
61,3,5,2,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
62,1,14,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre
62,2,8,2,1799.99,0.1,2024-04-28 18:16:04.016490,postgre
62,3,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
63,1,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre
63,2,19,2,449.0,0.05,2024-04-28 18:16:04.016490,postgre
63,3,3,1,999.99,0.1,2024-04-28 18:16:04.016490,postgre
64,1,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre
64,2,22,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
64,3,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre
64,4,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre
65,1,12,1,549.99,0.1,2024-04-28 18:16:04.016490,postgre
66,1,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre
66,2,23,1,299.99,0.07,2024-04-28 18:16:04.016490,postgre
66,3,12,1,549.99,0.07,2024-04-28 18:16:04.016490,postgre
67,1,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre
67,2,12,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre
67,3,21,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
67,4,5,2,1320.99,0.1,2024-04-28 18:16:04.016490,postgre
67,5,19,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre
68,1,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
68,2,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre
69,1,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
69,2,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
69,3,10,1,1549.0,0.05,2024-04-28 18:16:04.016490,postgre
70,1,3,2,999.99,0.05,2024-04-28 18:16:04.016490,postgre
70,2,18,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre
70,3,20,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
71,1,26,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
71,2,24,1,549.99,0.2,2024-04-28 18:16:04.016490,postgre
71,3,18,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre
72,1,17,2,429.0,0.07,2024-04-28 18:16:04.016490,postgre
72,2,12,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre
72,3,13,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
73,1,22,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre
73,2,26,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
73,3,3,2,999.99,0.07,2024-04-28 18:16:04.016490,postgre
73,4,25,1,499.99,0.07,2024-04-28 18:16:04.016490,postgre
73,5,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre
74,1,16,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
74,2,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre
75,1,3,1,999.99,0.1,2024-04-28 18:16:04.016490,postgre
75,2,7,2,3999.99,0.07,2024-04-28 18:16:04.016490,postgre
75,3,15,1,529.99,0.2,2024-04-28 18:16:04.016490,postgre
76,1,12,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre
76,2,11,2,1680.99,0.1,2024-04-28 18:16:04.016490,postgre
76,3,5,1,1320.99,0.07,2024-04-28 18:16:04.016490,postgre
77,1,20,1,599.99,0.07,2024-04-28 18:16:04.016490,postgre
77,2,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre
77,3,26,1,599.99,0.2,2024-04-28 18:16:04.016490,postgre
77,4,25,1,499.99,0.2,2024-04-28 18:16:04.016490,postgre
78,1,17,1,429.0,0.07,2024-04-28 18:16:04.016490,postgre
78,2,19,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre
78,3,18,2,449.0,0.1,2024-04-28 18:16:04.016490,postgre
78,4,14,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
79,1,9,2,2999.99,0.1,2024-04-28 18:16:04.016490,postgre
79,2,17,2,429.0,0.05,2024-04-28 18:16:04.016490,postgre
79,3,6,1,469.99,0.1,2024-04-28 18:16:04.016490,postgre
79,4,25,2,499.99,0.07,2024-04-28 18:16:04.016490,postgre
80,1,26,1,599.99,0.1,2024-04-28 18:16:04.016490,postgre
80,2,24,1,549.99,0.1,2024-04-28 18:16:04.016490,postgre
80,3,17,1,429.0,0.2,2024-04-28 18:16:04.016490,postgre
81,1,10,2,1549.0,0.2,2024-04-28 18:16:04.016490,postgre
81,2,23,2,299.99,0.05,2024-04-28 18:16:04.016490,postgre
81,3,25,2,499.99,0.05,2024-04-28 18:16:04.016490,postgre
82,1,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre
82,2,11,2,1680.99,0.2,2024-04-28 18:16:04.016490,postgre
83,1,20,1,599.99,0.2,2024-04-28 18:16:04.016490,postgre
83,2,3,2,999.99,0.05,2024-04-28 18:16:04.016490,postgre
84,1,23,2,299.99,0.07,2024-04-28 18:16:04.016490,postgre
84,2,15,2,529.99,0.07,2024-04-28 18:16:04.016490,postgre
85,1,4,2,2899.99,0.05,2024-04-28 18:16:04.016490,postgre
85,2,18,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre
86,1,9,2,2999.99,0.1,2024-04-28 18:16:04.016490,postgre
86,2,23,2,299.99,0.07,2024-04-28 18:16:04.016490,postgre
86,3,21,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
86,4,15,1,529.99,0.1,2024-04-28 18:16:04.016490,postgre
87,1,20,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
87,2,23,2,299.99,0.1,2024-04-28 18:16:04.016490,postgre
88,1,10,1,1549.0,0.07,2024-04-28 18:16:04.016490,postgre
88,2,8,2,1799.99,0.1,2024-04-28 18:16:04.016490,postgre
88,3,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre
89,1,5,1,1320.99,0.05,2024-04-28 18:16:04.016490,postgre
89,2,6,2,469.99,0.1,2024-04-28 18:16:04.016490,postgre
90,1,3,1,999.99,0.1,2024-04-28 18:16:04.016490,postgre
90,2,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre
91,1,11,1,1680.99,0.1,2024-04-28 18:16:04.016490,postgre
91,2,25,1,499.99,0.05,2024-04-28 18:16:04.016490,postgre
91,3,15,2,529.99,0.07,2024-04-28 18:16:04.016490,postgre
91,4,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
92,1,8,1,1799.99,0.1,2024-04-28 18:16:04.016490,postgre
93,1,22,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
93,2,17,1,429.0,0.05,2024-04-28 18:16:04.016490,postgre
93,3,21,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre
93,4,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre
93,5,10,2,1549.0,0.07,2024-04-28 18:16:04.016490,postgre
94,1,12,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre
94,2,4,1,2899.99,0.2,2024-04-28 18:16:04.016490,postgre
94,3,11,1,1680.99,0.2,2024-04-28 18:16:04.016490,postgre
94,4,21,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
95,1,10,2,1549.0,0.2,2024-04-28 18:16:04.016490,postgre
95,2,19,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre
95,3,8,2,1799.99,0.2,2024-04-28 18:16:04.016490,postgre
95,4,20,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
96,1,26,1,599.99,0.1,2024-04-28 18:16:04.016490,postgre
96,2,23,1,299.99,0.05,2024-04-28 18:16:04.016490,postgre
97,1,20,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
97,2,2,1,749.99,0.07,2024-04-28 18:16:04.016490,postgre
97,3,6,2,469.99,0.2,2024-04-28 18:16:04.016490,postgre
97,4,19,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre
98,1,19,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre
98,2,21,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre
98,3,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre
98,4,22,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
99,1,13,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
99,2,21,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
99,3,25,2,499.99,0.05,2024-04-28 18:16:04.016490,postgre
99,4,7,2,3999.99,0.07,2024-04-28 18:16:04.016490,postgre
99,5,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre
100,1,12,2,549.99,0.05,2024-04-28 18:16:04.016490,postgre
100,2,11,2,1680.99,0.1,2024-04-28 18:16:04.016490,postgre
100,3,7,2,3999.99,0.2,2024-04-28 18:16:04.016490,postgre
100,4,16,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
100,5,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre
101,1,12,2,549.99,0.2,2024-04-28 18:16:04.016490,postgre
102,1,15,1,529.99,0.05,2024-04-28 18:16:04.016490,postgre
102,2,22,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre
103,1,17,1,429.0,0.07,2024-04-28 18:16:04.016490,postgre
103,2,3,1,999.99,0.05,2024-04-28 18:16:04.016490,postgre
103,3,18,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre
103,4,15,2,529.99,0.1,2024-04-28 18:16:04.016490,postgre
103,5,9,2,2999.99,0.1,2024-04-28 18:16:04.016490,postgre
104,1,19,2,449.0,0.1,2024-04-28 18:16:04.016490,postgre
104,2,26,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
105,1,11,2,1680.99,0.2,2024-04-28 18:16:04.016490,postgre
105,2,3,1,999.99,0.05,2024-04-28 18:16:04.016490,postgre
105,3,9,1,2999.99,0.05,2024-04-28 18:16:04.016490,postgre
106,1,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre
106,2,13,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
107,1,19,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre
107,2,13,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
108,1,11,1,1680.99,0.1,2024-04-28 18:16:04.016490,postgre
108,2,22,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre
108,3,16,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre
109,1,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
109,2,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre
110,1,14,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre
111,1,14,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre
111,2,12,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre
112,1,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre
112,2,25,2,499.99,0.07,2024-04-28 18:16:04.016490,postgre
112,3,24,2,549.99,0.05,2024-04-28 18:16:04.016490,postgre
112,4,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
113,1,12,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre
113,2,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre
113,3,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre
113,4,23,1,299.99,0.2,2024-04-28 18:16:04.016490,postgre
113,5,5,2,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
114,1,12,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre
114,2,2,1,749.99,0.07,2024-04-28 18:16:04.016490,postgre
114,3,13,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
115,1,22,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
115,2,19,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre
116,1,26,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
117,1,22,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre
117,2,26,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
117,3,14,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre
117,4,19,1,449.0,0.05,2024-04-28 18:16:04.016490,postgre
118,1,18,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre
118,2,4,1,2899.99,0.07,2024-04-28 18:16:04.016490,postgre
118,3,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre
118,4,3,2,999.99,0.1,2024-04-28 18:16:04.016490,postgre
118,5,23,2,299.99,0.07,2024-04-28 18:16:04.016490,postgre
119,1,25,1,499.99,0.05,2024-04-28 18:16:04.016490,postgre
120,1,13,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre
120,2,6,2,469.99,0.05,2024-04-28 18:16:04.016490,postgre
120,3,10,2,1549.0,0.05,2024-04-28 18:16:04.016490,postgre
120,4,17,1,429.0,0.05,2024-04-28 18:16:04.016490,postgre
120,5,16,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre
121,1,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre
121,2,14,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre
121,3,4,2,2899.99,0.1,2024-04-28 18:16:04.016490,postgre
121,4,24,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre
121,5,2,2,749.99,0.05,2024-04-28 18:16:04.016490,postgre
122,1,16,1,599.99,0.1,2024-04-28 18:16:04.016490,postgre
123,1,12,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre
124,1,16,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
124,2,4,1,2899.99,0.07,2024-04-28 18:16:04.016490,postgre
124,3,7,2,3999.99,0.05,2024-04-28 18:16:04.016490,postgre
125,1,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre
126,1,9,2,2999.99,0.05,2024-04-28 18:16:04.016490,postgre
127,1,17,1,429.0,0.07,2024-04-28 18:16:04.016490,postgre
127,2,20,1,599.99,0.1,2024-04-28 18:16:04.016490,postgre
127,3,4,2,2899.99,0.07,2024-04-28 18:16:04.016490,postgre
128,1,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre
128,2,16,2,599.99,0.1,2024-04-28 18:16:04.016490,postgre
128,3,4,2,2899.99,0.2,2024-04-28 18:16:04.016490,postgre
128,4,3,2,999.99,0.2,2024-04-28 18:16:04.016490,postgre
129,1,18,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre
129,2,9,1,2999.99,0.1,2024-04-28 18:16:04.016490,postgre
130,1,26,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre
130,2,5,2,1320.99,0.07,2024-04-28 18:16:04.016490,postgre
