order_id,item_id,product_id,quantity,list_price,discount,extract_date,source,list_price_egp
11,2.0,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
11,3.0,16,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
12,1.0,4,2,2899.99,0.1,2024-04-28 18:16:04.016490,postgre,138797.91488484998
12,2.0,11,1,1680.99,0.05,2024-04-28 18:16:04.016490,postgre,80454.72809984999
13,1.0,13,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
13,2.0,17,2,429.0,0.05,2024-04-28 18:16:04.016490,postgre,20532.589935
13,3.0,20,2,599.99,0.1,2024-04-28 18:16:04.016490,postgre,28716.43038485
13,4.0,16,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
14,1.0,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre,22494.433434849998
15,1.0,12,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre,26323.35463485
15,2.0,8,1,1799.99,0.07,2024-04-28 18:16:04.016490,postgre,86150.24838485
15,3.0,18,2,449.0,0.05,2024-04-28 18:16:04.016490,postgre,21489.820235
15,4.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.975884849999
16,1.0,8,1,1799.99,0.2,2024-04-28 18:16:04.016490,postgre,86150.24838485
16,2.0,21,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
16,3.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
16,4.0,14,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
17,1.0,8,1,1799.99,0.07,2024-04-28 18:16:04.016490,postgre,86150.24838485
17,2.0,23,1,299.99,0.1,2024-04-28 18:16:04.016490,postgre,14357.975884849999
17,3.0,5,1,1320.99,0.1,2024-04-28 18:16:04.016490,postgre,63224.58269985
17,4.0,20,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
18,1.0,2,2,749.99,0.2,2024-04-28 18:16:04.016490,postgre,35895.657634849995
18,2.0,22,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
18,3.0,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre,191445.58138484997
18,4.0,25,2,499.99,0.05,2024-04-28 18:16:04.016490,postgre,23930.27888485
18,5.0,9,2,2999.99,0.1,2024-04-28 18:16:04.016490,postgre,143584.06638484998
19,1.0,10,1,1549.0,0.07,2024-04-28 18:16:04.016490,postgre,74137.486735
19,2.0,9,2,2999.99,0.2,2024-04-28 18:16:04.016490,postgre,143584.06638484998
20,1.0,9,1,2999.99,0.07,2024-04-28 18:16:04.016490,postgre,143584.06638484998
20,2.0,10,2,1549.0,0.07,2024-04-28 18:16:04.016490,postgre,74137.486735
21,1.0,14,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
21,2.0,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre,20532.589935
21,3.0,10,1,1549.0,0.07,2024-04-28 18:16:04.016490,postgre,74137.486735
22,1.0,15,2,529.99,0.2,2024-04-28 18:16:04.016490,postgre,25366.12433485
22,2.0,22,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
23,1.0,4,2,2899.99,0.05,2024-04-28 18:16:04.016490,postgre,138797.91488484998
23,2.0,23,2,299.99,0.1,2024-04-28 18:16:04.016490,postgre,14357.975884849999
23,3.0,13,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
24,1.0,3,2,999.99,0.1,2024-04-28 18:16:04.016490,postgre,47861.03638485
24,2.0,18,2,449.0,0.07,2024-04-28 18:16:04.016490,postgre,21489.820235
25,1.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.975884849999
25,2.0,10,2,1549.0,0.2,2024-04-28 18:16:04.016490,postgre,74137.486735
25,3.0,22,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
25,4.0,14,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
25,5.0,21,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
26,1.0,7,1,3999.99,0.05,2024-04-28 18:16:04.016490,postgre,191445.58138484997
26,2.0,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre,35895.657634849995
26,3.0,12,1,549.99,0.2,2024-04-28 18:16:04.016490,postgre,26323.35463485
26,4.0,21,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
27,1.0,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre,63224.58269985
27,2.0,19,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre,21489.820235
27,3.0,26,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485
27,4.0,8,1,1799.99,0.07,2024-04-28 18:16:04.016490,postgre,86150.24838485
28,1.0,5,1,1320.99,0.05,2024-04-28 18:16:04.016490,postgre,63224.58269985
28,2.0,7,2,3999.99,0.2,2024-04-28 18:16:04.016490,postgre,191445.58138484997
28,3.0,14,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
28,4.0,6,1,469.99,0.05,2024-04-28 18:16:04.016490,postgre,22494.433434849998
29,1.0,24,2,549.99,0.05,2024-04-28 18:16:04.016490,postgre,26323.35463485
29,2.0,6,1,469.99,0.2,2024-04-28 18:16:04.016490,postgre,22494.433434849998
29,3.0,21,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
29,4.0,8,1,1799.99,0.2,2024-04-28 18:16:04.016490,postgre,86150.24838485
29,5.0,14,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
30,1.0,26,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
30,2.0,17,1,429.0,0.07,2024-04-28 18:16:04.016490,postgre,20532.589935
30,3.0,19,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre,21489.820235
30,4.0,4,1,2899.99,0.1,2024-04-28 18:16:04.016490,postgre,138797.91488484998
30,5.0,7,2,3999.99,0.1,2024-04-28 18:16:04.016490,postgre,191445.58138484997
31,1.0,11,2,1680.99,0.05,2024-04-28 18:16:04.016490,postgre,80454.72809984999
31,2.0,9,2,2999.99,0.2,2024-04-28 18:16:04.016490,postgre,143584.06638484998
32,1.0,8,2,1799.99,0.07,2024-04-28 18:16:04.016490,postgre,86150.24838485
32,2.0,12,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre,26323.35463485
32,3.0,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre,23930.27888485
33,1.0,23,2,299.99,0.07,2024-04-28 18:16:04.016490,postgre,14357.975884849999
33,2.0,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre,191445.58138484997
34,1.0,8,2,1799.99,0.07,2024-04-28 18:16:04.016490,postgre,86150.24838485
34,2.0,10,2,1549.0,0.1,2024-04-28 18:16:04.016490,postgre,74137.486735
34,3.0,17,2,429.0,0.2,2024-04-28 18:16:04.016490,postgre,20532.589935
35,1.0,18,1,449.0,0.05,2024-04-28 18:16:04.016490,postgre,21489.820235
35,2.0,20,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
35,3.0,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre,63224.58269985
35,4.0,21,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
35,5.0,22,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
36,1.0,9,1,2999.99,0.07,2024-04-28 18:16:04.016490,postgre,143584.06638484998
36,2.0,5,1,1320.99,0.05,2024-04-28 18:16:04.016490,postgre,63224.58269985
36,3.0,3,2,999.99,0.2,2024-04-28 18:16:04.016490,postgre,47861.03638485
37,1.0,16,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
38,1.0,7,2,3999.99,0.05,2024-04-28 18:16:04.016490,postgre,191445.58138484997
38,2.0,23,1,299.99,0.07,2024-04-28 18:16:04.016490,postgre,14357.975884849999
38,3.0,25,1,499.99,0.2,2024-04-28 18:16:04.016490,postgre,23930.27888485
38,4.0,10,2,1549.0,0.1,2024-04-28 18:16:04.016490,postgre,74137.486735
38,5.0,24,1,549.99,0.07,2024-04-28 18:16:04.016490,postgre,26323.35463485
39,1.0,22,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
39,2.0,16,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
39,3.0,3,2,999.99,0.05,2024-04-28 18:16:04.016490,postgre,47861.03638485
39,4.0,15,1,529.99,0.1,2024-04-28 18:16:04.016490,postgre,25366.12433485
40,1.0,17,1,429.0,0.2,2024-04-28 18:16:04.016490,postgre,20532.589935
40,2.0,8,2,1799.99,0.2,2024-04-28 18:16:04.016490,postgre,86150.24838485
41,1.0,5,1,1320.99,0.1,2024-04-28 18:16:04.016490,postgre,63224.58269985
41,2.0,19,2,449.0,0.2,2024-04-28 18:16:04.016490,postgre,21489.820235
41,3.0,26,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
42,1.0,19,1,449.0,0.05,2024-04-28 18:16:04.016490,postgre,21489.820235
43,1.0,13,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
43,2.0,12,2,549.99,0.05,2024-04-28 18:16:04.016490,postgre,26323.35463485
44,1.0,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre,191445.58138484997
44,2.0,16,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
45,1.0,4,2,2899.99,0.2,2024-04-28 18:16:04.016490,postgre,138797.91488484998
45,2.0,22,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
45,3.0,21,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
46,1.0,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre,20532.589935
47,1.0,6,1,469.99,0.05,2024-04-28 18:16:04.016490,postgre,22494.433434849998
47,2.0,15,1,529.99,0.1,2024-04-28 18:16:04.016490,postgre,25366.12433485
47,3.0,25,2,499.99,0.07,2024-04-28 18:16:04.016490,postgre,23930.27888485
47,4.0,13,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
48,1.0,11,1,1680.99,0.1,2024-04-28 18:16:04.016490,postgre,80454.72809984999
48,2.0,4,1,2899.99,0.2,2024-04-28 18:16:04.016490,postgre,138797.91488484998
48,3.0,5,2,1320.99,0.1,2024-04-28 18:16:04.016490,postgre,63224.58269985
48,4.0,14,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
49,1.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
50,1.0,3,1,999.99,0.05,2024-04-28 18:16:04.016490,postgre,47861.03638485
50,2.0,26,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485
50,3.0,13,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
51,1.0,13,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
51,2.0,20,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
51,3.0,26,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
52,1.0,25,1,499.99,0.07,2024-04-28 18:16:04.016490,postgre,23930.27888485
53,1.0,8,2,1799.99,0.2,2024-04-28 18:16:04.016490,postgre,86150.24838485
53,2.0,23,2,299.99,0.05,2024-04-28 18:16:04.016490,postgre,14357.975884849999
53,3.0,14,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
53,4.0,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre,23930.27888485
54,1.0,26,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
54,2.0,3,1,999.99,0.2,2024-04-28 18:16:04.016490,postgre,47861.03638485
55,1.0,21,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
55,2.0,25,2,499.99,0.2,2024-04-28 18:16:04.016490,postgre,23930.27888485
55,3.0,15,2,529.99,0.2,2024-04-28 18:16:04.016490,postgre,25366.12433485
56,1.0,20,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485
57,1.0,23,2,299.99,0.1,2024-04-28 18:16:04.016490,postgre,14357.975884849999
57,2.0,19,2,449.0,0.2,2024-04-28 18:16:04.016490,postgre,21489.820235
57,3.0,13,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
58,1.0,14,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
58,2.0,18,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre,21489.820235
58,3.0,23,1,299.99,0.1,2024-04-28 18:16:04.016490,postgre,14357.975884849999
59,1.0,21,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
59,2.0,2,1,749.99,0.1,2024-04-28 18:16:04.016490,postgre,35895.657634849995
59,3.0,17,2,429.0,0.1,2024-04-28 18:16:04.016490,postgre,20532.589935
60,1.0,14,2,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485
60,2.0,4,1,2899.99,0.1,2024-04-28 18:16:04.016490,postgre,138797.91488484998
60,3.0,15,1,529.99,0.07,2024-04-28 18:16:04.016490,postgre,25366.12433485
60,4.0,22,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
61,1.0,25,1,499.99,0.1,2024-04-28 18:16:04.016490,postgre,23930.27888485
61,2.0,15,2,529.99,0.05,2024-04-28 18:16:04.016490,postgre,25366.12433485
61,3.0,5,2,1320.99,0.2,2024-04-28 18:16:04.016490,postgre,63224.58269985
62,1.0,14,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
62,2.0,8,2,1799.99,0.1,2024-04-28 18:16:04.016490,postgre,86150.24838485
62,3.0,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
63,1.0,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre,23930.27888485
63,2.0,19,2,449.0,0.05,2024-04-28 18:16:04.016490,postgre,21489.820235
63,3.0,3,1,999.99,0.1,2024-04-28 18:16:04.016490,postgre,47861.03638485
64,1.0,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre,23930.27888485
64,2.0,22,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
64,3.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.975884849999
64,4.0,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
65,1.0,12,1,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
66,1.0,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre,35895.657634849995
66,2.0,23,1,299.99,0.07,2024-04-28 18:16:04.016490,postgre,14357.975884849999
66,3.0,12,1,549.99,0.07,2024-04-28 18:16:04.016490,postgre,26323.35463485
67,1.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.975884849999
67,2.0,12,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
67,3.0,21,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
67,4.0,5,2,1320.99,0.1,2024-04-28 18:16:04.016490,postgre,63224.58269985
67,5.0,19,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre,21489.820235
68,1.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
68,2.0,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre,20532.589935
69,1.0,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
69,2.0,5,1,1320.99,0.2,2024-04-28 18:16:04.016490,postgre,63224.58269985
69,3.0,10,1,1549.0,0.05,2024-04-28 18:16:04.016490,postgre,74137.486735
70,1.0,3,2,999.99,0.05,2024-04-28 18:16:04.016490,postgre,47861.03638485
70,2.0,18,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre,21489.820235
70,3.0,20,1,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
71,1.0,26,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
71,2.0,24,1,549.99,0.2,2024-04-28 18:16:04.016490,postgre,26323.35463485
71,3.0,18,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre,21489.820235
72,1.0,17,2,429.0,0.07,2024-04-28 18:16:04.016490,postgre,20532.589935
72,2.0,12,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre,26323.35463485
72,3.0,13,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
73,1.0,22,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
73,2.0,26,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
73,3.0,3,2,999.99,0.07,2024-04-28 18:16:04.016490,postgre,47861.03638485
73,4.0,25,1,499.99,0.07,2024-04-28 18:16:04.016490,postgre,23930.27888485
73,5.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.975884849999
74,1.0,16,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
74,2.0,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre,22494.433434849998
75,1.0,3,1,999.99,0.1,2024-04-28 18:16:04.016490,postgre,47861.03638485
75,2.0,7,2,3999.99,0.07,2024-04-28 18:16:04.016490,postgre,191445.58138484997
75,3.0,15,1,529.99,0.2,2024-04-28 18:16:04.016490,postgre,25366.12433485
76,1.0,12,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre,26323.35463485
76,2.0,11,2,1680.99,0.1,2024-04-28 18:16:04.016490,postgre,80454.72809984999
76,3.0,5,1,1320.99,0.07,2024-04-28 18:16:04.016490,postgre,63224.58269985
77,1.0,20,1,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485
77,2.0,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
77,3.0,26,1,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
77,4.0,25,1,499.99,0.2,2024-04-28 18:16:04.016490,postgre,23930.27888485
78,1.0,17,1,429.0,0.07,2024-04-28 18:16:04.016490,postgre,20532.589935
78,2.0,19,1,449.0,0.2,2024-04-28 18:16:04.016490,postgre,21489.820235
78,3.0,18,2,449.0,0.1,2024-04-28 18:16:04.016490,postgre,21489.820235
78,4.0,14,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
79,1.0,9,2,2999.99,0.1,2024-04-28 18:16:04.016490,postgre,143584.06638484998
79,2.0,17,2,429.0,0.05,2024-04-28 18:16:04.016490,postgre,20532.589935
79,3.0,6,1,469.99,0.1,2024-04-28 18:16:04.016490,postgre,22494.433434849998
79,4.0,25,2,499.99,0.07,2024-04-28 18:16:04.016490,postgre,23930.27888485
80,1.0,26,1,599.99,0.1,2024-04-28 18:16:04.016490,postgre,28716.43038485
80,2.0,24,1,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
80,3.0,17,1,429.0,0.2,2024-04-28 18:16:04.016490,postgre,20532.589935
81,1.0,10,2,1549.0,0.2,2024-04-28 18:16:04.016490,postgre,74137.486735
81,2.0,23,2,299.99,0.05,2024-04-28 18:16:04.016490,postgre,14357.975884849999
81,3.0,25,2,499.99,0.05,2024-04-28 18:16:04.016490,postgre,23930.27888485
82,1.0,25,2,499.99,0.1,2024-04-28 18:16:04.016490,postgre,23930.27888485
82,2.0,11,2,1680.99,0.2,2024-04-28 18:16:04.016490,postgre,80454.72809984999
83,1.0,20,1,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
83,2.0,3,2,999.99,0.05,2024-04-28 18:16:04.016490,postgre,47861.03638485
84,1.0,23,2,299.99,0.07,2024-04-28 18:16:04.016490,postgre,14357.975884849999
84,2.0,15,2,529.99,0.07,2024-04-28 18:16:04.016490,postgre,25366.12433485
85,1.0,4,2,2899.99,0.05,2024-04-28 18:16:04.016490,postgre,138797.91488484998
85,2.0,18,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre,21489.820235
86,1.0,9,2,2999.99,0.1,2024-04-28 18:16:04.016490,postgre,143584.06638484998
86,2.0,23,2,299.99,0.07,2024-04-28 18:16:04.016490,postgre,14357.975884849999
86,3.0,21,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
86,4.0,15,1,529.99,0.1,2024-04-28 18:16:04.016490,postgre,25366.12433485
87,1.0,20,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
87,2.0,23,2,299.99,0.1,2024-04-28 18:16:04.016490,postgre,14357.975884849999
88,1.0,10,1,1549.0,0.07,2024-04-28 18:16:04.016490,postgre,74137.486735
88,2.0,8,2,1799.99,0.1,2024-04-28 18:16:04.016490,postgre,86150.24838485
88,3.0,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre,191445.58138484997
89,1.0,5,1,1320.99,0.05,2024-04-28 18:16:04.016490,postgre,63224.58269985
89,2.0,6,2,469.99,0.1,2024-04-28 18:16:04.016490,postgre,22494.433434849998
90,1.0,3,1,999.99,0.1,2024-04-28 18:16:04.016490,postgre,47861.03638485
90,2.0,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre,22494.433434849998
91,1.0,11,1,1680.99,0.1,2024-04-28 18:16:04.016490,postgre,80454.72809984999
91,2.0,25,1,499.99,0.05,2024-04-28 18:16:04.016490,postgre,23930.27888485
91,3.0,15,2,529.99,0.07,2024-04-28 18:16:04.016490,postgre,25366.12433485
91,4.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
92,1.0,8,1,1799.99,0.1,2024-04-28 18:16:04.016490,postgre,86150.24838485
93,1.0,22,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
93,2.0,17,1,429.0,0.05,2024-04-28 18:16:04.016490,postgre,20532.589935
93,3.0,21,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
93,4.0,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre,35895.657634849995
93,5.0,10,2,1549.0,0.07,2024-04-28 18:16:04.016490,postgre,74137.486735
94,1.0,12,1,549.99,0.05,2024-04-28 18:16:04.016490,postgre,26323.35463485
94,2.0,4,1,2899.99,0.2,2024-04-28 18:16:04.016490,postgre,138797.91488484998
94,3.0,11,1,1680.99,0.2,2024-04-28 18:16:04.016490,postgre,80454.72809984999
94,4.0,21,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485
95,1.0,10,2,1549.0,0.2,2024-04-28 18:16:04.016490,postgre,74137.486735
95,2.0,19,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre,21489.820235
95,3.0,8,2,1799.99,0.2,2024-04-28 18:16:04.016490,postgre,86150.24838485
95,4.0,20,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485
96,1.0,26,1,599.99,0.1,2024-04-28 18:16:04.016490,postgre,28716.43038485
96,2.0,23,1,299.99,0.05,2024-04-28 18:16:04.016490,postgre,14357.975884849999
97,1.0,20,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
97,2.0,2,1,749.99,0.07,2024-04-28 18:16:04.016490,postgre,35895.657634849995
97,3.0,6,2,469.99,0.2,2024-04-28 18:16:04.016490,postgre,22494.433434849998
97,4.0,19,1,449.0,0.1,2024-04-28 18:16:04.016490,postgre,21489.820235
98,1.0,19,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre,21489.820235
98,2.0,21,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485
98,3.0,2,1,749.99,0.2,2024-04-28 18:16:04.016490,postgre,35895.657634849995
98,4.0,22,2,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
99,1.0,13,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
99,2.0,21,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485
99,3.0,25,2,499.99,0.05,2024-04-28 18:16:04.016490,postgre,23930.27888485
99,4.0,7,2,3999.99,0.07,2024-04-28 18:16:04.016490,postgre,191445.58138484997
99,5.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.975884849999
100,1.0,12,2,549.99,0.05,2024-04-28 18:16:04.016490,postgre,26323.35463485
100,2.0,11,2,1680.99,0.1,2024-04-28 18:16:04.016490,postgre,80454.72809984999
100,3.0,7,2,3999.99,0.2,2024-04-28 18:16:04.016490,postgre,191445.58138484997
100,4.0,16,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485
100,5.0,24,2,549.99,0.1,2024-04-28 18:16:04.016490,postgre,26323.35463485
101,1.0,12,2,549.99,0.2,2024-04-28 18:16:04.016490,postgre,26323.35463485
