order_id,item_id,product_id,quantity,list_price_x,discount,extract_date_x,source_x,list_price_egp,product_name,brand_id,category_id,model_year,list_price_y,extract_date_y,source_y,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extract_date,source,late_delivery,latency days,weekend,order_status_desc
5,1.0,10,2,1549.0,0.05,2024-04-28 18:16:04.016490,postgre,74137.486735,Surly Straggler - 2016,8,4,2016,1549.0,2024-04-28 18:21:32.428219,datalake,1324,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
2,2.0,16,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-28 18:21:32.428219,datalake,1212,4,2016-01-01,2016-01-04,2016-01-03,2,6,2024-04-28 18:15:34.177976,postgre,False,,True,Completed
3,1.0,3,1,999.99,0.05,2024-04-28 18:16:04.016490,postgre,47861.03638485,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-28 18:21:32.428219,datalake,523,4,2016-01-02,2016-01-05,2016-01-03,2,7,2024-04-28 18:15:34.177976,postgre,False,,True,Completed
5,2.0,17,1,429.0,0.07,2024-04-28 18:16:04.016490,postgre,20532.589935,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,2024-04-28 18:21:32.428219,datalake,1324,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
5,3.0,26,1,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,2024-04-28 18:21:32.428219,datalake,1324,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
6,1.0,18,1,449.0,0.07,2024-04-28 18:16:04.016490,postgre,21489.820235,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,2024-04-28 18:21:32.428219,datalake,94,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
6,2.0,12,2,549.99,0.05,2024-04-28 18:16:04.016490,postgre,26323.35463485,Electra Townie Original 21D - 2016,1,3,2016,549.99,2024-04-28 18:21:32.428219,datalake,94,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
6,2.0,12,2,549.99,0.05,2024-04-28 18:16:04.016490,postgre,26323.35463485,Electra Townie Original 21D - 2016,1,3,2016,549.99,2024-04-28 18:21:32.428219,datalake,94,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
6,3.0,20,1,599.99,0.1,2024-04-28 18:16:04.016490,postgre,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 18:21:32.428219,datalake,94,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
6,4.0,3,2,999.99,0.07,2024-04-28 18:16:04.016490,postgre,47861.03638485,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-28 18:21:32.428219,datalake,94,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
6,5.0,9,2,2999.99,0.07,2024-04-28 18:16:04.016490,postgre,143584.06638484998,Trek Conduit+ - 2016,9,5,2016,2999.99,2024-04-28 18:21:32.428219,datalake,94,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
7,1.0,15,1,529.99,0.07,2024-04-28 18:16:04.016490,postgre,25366.12433485,Electra Moto 1 - 2016,1,3,2016,529.99,2024-04-28 18:21:32.428219,datalake,324,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
7,2.0,3,1,999.99,0.1,2024-04-28 18:16:04.016490,postgre,47861.03638485,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-28 18:21:32.428219,datalake,324,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
7,3.0,17,2,429.0,0.1,2024-04-28 18:16:04.016490,postgre,20532.589935,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,2024-04-28 18:21:32.428219,datalake,324,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
6,5.0,9,2,2999.99,0.07,2024-04-28 18:16:04.016490,postgre,143584.06638484998,Trek Conduit+ - 2016,9,5,2016,2999.99,2024-04-28 18:21:32.428219,datalake,94,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
7,1.0,15,1,529.99,0.07,2024-04-28 18:16:04.016490,postgre,25366.12433485,Electra Moto 1 - 2016,1,3,2016,529.99,2024-04-28 18:21:32.428219,datalake,324,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
7,2.0,3,1,999.99,0.1,2024-04-28 18:16:04.016490,postgre,47861.03638485,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-28 18:21:32.428219,datalake,324,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
7,3.0,17,2,429.0,0.1,2024-04-28 18:16:04.016490,postgre,20532.589935,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,2024-04-28 18:21:32.428219,datalake,324,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
8,1.0,22,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,2024-04-28 18:21:32.428219,datalake,1204,4,2016-01-03,2016-01-06,2016-01-06,2,7,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
8,2.0,20,2,599.99,0.07,2024-04-28 18:16:04.016490,postgre,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 18:21:32.428219,datalake,1204,4,2016-01-03,2016-01-06,2016-01-06,2,7,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
9,1.0,7,2,3999.99,0.1,2024-04-28 18:16:04.016490,postgre,191445.58138485,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,2024-04-28 18:21:32.428219,datalake,60,4,2016-01-03,2016-01-06,2016-01-06,1,2,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
10,1.0,14,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,442,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
10,1.0,14,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,442,4,2016-01-03,2016-01-06,2016-01-06,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
11,1.0,8,1,1799.99,0.05,2024-04-28 18:16:04.016490,postgre,86150.24838485,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 18:21:32.428219,datalake,1326,4,2016-01-03,2016-01-06,2016-01-06,2,7,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
11,2.0,22,2,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,2024-04-28 18:21:32.428219,datalake,1326,4,2016-01-03,2016-01-06,2016-01-06,2,7,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
11,3.0,16,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-28 18:21:32.428219,datalake,1326,4,2016-01-03,2016-01-06,2016-01-06,2,7,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
12,1.0,4,2,2899.99,0.1,2024-04-28 18:16:04.016490,postgre,138797.91488484998,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-28 18:21:32.428219,datalake,91,4,2016-01-03,2016-01-06,2016-01-06,1,2,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
12,2.0,11,1,1680.99,0.05,2024-04-28 18:16:04.016490,postgre,80454.72809984999,Surly Straggler 650b - 2016,8,4,2016,1680.99,2024-04-28 18:21:32.428219,datalake,91,4,2016-01-03,2016-01-06,2016-01-06,1,2,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
13,1.0,13,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,2024-04-28 18:15:34.177976,postgre,False,,True,Completed
13,1.0,13,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,2024-04-28 18:15:34.177976,postgre,False,,True,Completed
13,2.0,17,2,429.0,0.05,2024-04-28 18:16:04.016490,postgre,20532.589935,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,2024-04-28 18:21:32.428219,datalake,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,2024-04-28 18:15:34.177976,postgre,False,,True,Completed
13,3.0,20,2,599.99,0.1,2024-04-28 18:16:04.016490,postgre,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 18:21:32.428219,datalake,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,2024-04-28 18:15:34.177976,postgre,False,,True,Completed
13,4.0,16,2,599.99,0.05,2024-04-28 18:16:04.016490,postgre,28716.43038485,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,2024-04-28 18:21:32.428219,datalake,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,2024-04-28 18:15:34.177976,postgre,False,,True,Completed
14,1.0,6,1,469.99,0.07,2024-04-28 18:16:04.016490,postgre,22494.43343485,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,2024-04-28 18:21:32.428219,datalake,258,4,2016-01-09,2016-01-11,2016-01-12,1,3,2024-04-28 18:15:34.177976,postgre,True,1 days,False,Completed
15,1.0,12,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre,26323.35463485,Electra Townie Original 21D - 2016,1,3,2016,549.99,2024-04-28 18:21:32.428219,datalake,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-04-28 18:15:34.177976,postgre,True,2 days,False,Completed
15,1.0,12,2,549.99,0.07,2024-04-28 18:16:04.016490,postgre,26323.35463485,Electra Townie Original 21D - 2016,1,3,2016,549.99,2024-04-28 18:21:32.428219,datalake,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-04-28 18:15:34.177976,postgre,True,2 days,False,Completed
15,2.0,8,1,1799.99,0.07,2024-04-28 18:16:04.016490,postgre,86150.24838485,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 18:21:32.428219,datalake,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-04-28 18:15:34.177976,postgre,True,2 days,False,Completed
15,3.0,18,2,449.0,0.05,2024-04-28 18:16:04.016490,postgre,21489.820235,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,2024-04-28 18:21:32.428219,datalake,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-04-28 18:15:34.177976,postgre,True,2 days,False,Completed
15,4.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.97588485,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,2024-04-28 18:21:32.428219,datalake,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,2024-04-28 18:15:34.177976,postgre,True,2 days,False,Completed
16,1.0,8,1,1799.99,0.2,2024-04-28 18:16:04.016490,postgre,86150.24838485,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 18:21:32.428219,datalake,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
16,2.0,21,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,2024-04-28 18:21:32.428219,datalake,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
16,3.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
16,3.0,13,2,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
16,4.0,14,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
16,4.0,14,1,269.99,0.07,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
17,1.0,8,1,1799.99,0.07,2024-04-28 18:16:04.016490,postgre,86150.24838485,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,2024-04-28 18:21:32.428219,datalake,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
17,2.0,23,1,299.99,0.1,2024-04-28 18:16:04.016490,postgre,14357.97588485,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,2024-04-28 18:21:32.428219,datalake,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
17,3.0,5,1,1320.99,0.1,2024-04-28 18:16:04.016490,postgre,63224.58269985,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,2024-04-28 18:21:32.428219,datalake,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
17,4.0,20,2,599.99,0.2,2024-04-28 18:16:04.016490,postgre,28716.43038485,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-28 18:21:32.428219,datalake,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
18,1.0,2,2,749.99,0.2,2024-04-28 18:16:04.016490,postgre,35895.657634849995,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-28 18:21:32.428219,datalake,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
18,2.0,22,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,2024-04-28 18:21:32.428219,datalake,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
18,3.0,7,1,3999.99,0.1,2024-04-28 18:16:04.016490,postgre,191445.58138485,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,2024-04-28 18:21:32.428219,datalake,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
18,4.0,25,2,499.99,0.05,2024-04-28 18:16:04.016490,postgre,23930.27888485,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,2024-04-28 18:21:32.428219,datalake,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
18,5.0,9,2,2999.99,0.1,2024-04-28 18:16:04.016490,postgre,143584.06638484998,Trek Conduit+ - 2016,9,5,2016,2999.99,2024-04-28 18:21:32.428219,datalake,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
19,1.0,10,1,1549.0,0.07,2024-04-28 18:16:04.016490,postgre,74137.486735,Surly Straggler - 2016,8,4,2016,1549.0,2024-04-28 18:21:32.428219,datalake,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
19,2.0,9,2,2999.99,0.2,2024-04-28 18:16:04.016490,postgre,143584.06638484998,Trek Conduit+ - 2016,9,5,2016,2999.99,2024-04-28 18:21:32.428219,datalake,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
20,1.0,9,1,2999.99,0.07,2024-04-28 18:16:04.016490,postgre,143584.06638484998,Trek Conduit+ - 2016,9,5,2016,2999.99,2024-04-28 18:21:32.428219,datalake,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,2024-04-28 18:15:34.177976,postgre,True,1 days,True,Completed
20,2.0,10,2,1549.0,0.07,2024-04-28 18:16:04.016490,postgre,74137.486735,Surly Straggler - 2016,8,4,2016,1549.0,2024-04-28 18:21:32.428219,datalake,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,2024-04-28 18:15:34.177976,postgre,True,1 days,True,Completed
21,1.0,14,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,2024-04-28 18:15:34.177976,postgre,True,2 days,True,Completed
21,1.0,14,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,2024-04-28 18:15:34.177976,postgre,True,2 days,True,Completed
21,2.0,17,1,429.0,0.1,2024-04-28 18:16:04.016490,postgre,20532.589935,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,2024-04-28 18:21:32.428219,datalake,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,2024-04-28 18:15:34.177976,postgre,True,2 days,True,Completed
21,3.0,10,1,1549.0,0.07,2024-04-28 18:16:04.016490,postgre,74137.486735,Surly Straggler - 2016,8,4,2016,1549.0,2024-04-28 18:21:32.428219,datalake,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,2024-04-28 18:15:34.177976,postgre,True,2 days,True,Completed
22,1.0,15,2,529.99,0.2,2024-04-28 18:16:04.016490,postgre,25366.12433485,Electra Moto 1 - 2016,1,3,2016,529.99,2024-04-28 18:21:32.428219,datalake,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,2024-04-28 18:15:34.177976,postgre,False,,True,Completed
22,2.0,22,1,269.99,0.05,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,2024-04-28 18:21:32.428219,datalake,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,2024-04-28 18:15:34.177976,postgre,False,,True,Completed
23,1.0,4,2,2899.99,0.05,2024-04-28 18:16:04.016490,postgre,138797.91488484998,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,2024-04-28 18:21:32.428219,datalake,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
23,2.0,23,2,299.99,0.1,2024-04-28 18:16:04.016490,postgre,14357.97588485,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,2024-04-28 18:21:32.428219,datalake,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
23,3.0,13,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
23,3.0,13,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
24,1.0,3,2,999.99,0.1,2024-04-28 18:16:04.016490,postgre,47861.03638485,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-28 18:21:32.428219,datalake,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
24,2.0,18,2,449.0,0.07,2024-04-28 18:16:04.016490,postgre,21489.820235,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,2024-04-28 18:21:32.428219,datalake,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
25,1.0,23,2,299.99,0.2,2024-04-28 18:16:04.016490,postgre,14357.97588485,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,2024-04-28 18:21:32.428219,datalake,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
25,2.0,10,2,1549.0,0.2,2024-04-28 18:16:04.016490,postgre,74137.486735,Surly Straggler - 2016,8,4,2016,1549.0,2024-04-28 18:21:32.428219,datalake,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
25,3.0,22,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,2024-04-28 18:21:32.428219,datalake,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
25,4.0,14,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
25,4.0,14,1,269.99,0.2,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,2024-04-28 18:21:32.428219,datalake,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
25,5.0,21,1,269.99,0.1,2024-04-28 18:16:04.016490,postgre,12922.13043485,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,2024-04-28 18:21:32.428219,datalake,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
26,1.0,7,1,3999.99,0.05,2024-04-28 18:16:04.016490,postgre,191445.58138485,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,2024-04-28 18:21:32.428219,datalake,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,2024-04-28 18:15:34.177976,postgre,False,,False,Completed
